file,delta_aic,chi2_sine,chi2_saw,period_sine,period_saw,amp_sine,phase_sine,offset_sine,amp_saw,phase_saw,offset_saw
lc_0288.txt,-6033.703497086222,37285.184314487415,43318.88781157364,330.521111029244,373.14003345768657,0.0718711656108279,4.445859701838308,-0.0004137462518409,0.1476026530870907,3.9149389360824247,0.0118228304293309
lc_0289.txt,-140.9432786347843,5469.924172115792,5610.867450750577,356.8144613316436,270.0206918892497,0.0421721355698661,3.223272117894434,-0.0346576800767409,0.0102528396769733,3.3368759082811765,-0.0360012394450469
lc_0290.txt,-600.7474299116075,31627.907513744634,32228.65494365624,382.92717597337327,384.159903978292,0.0553507410782897,1.076378095479347,-0.032204812205533,0.0711003161834821,3.077122879136007,-0.0267620435956119
lc_0291.txt,-503.50727996093474,2432.3461585325367,2935.8534384934715,312.4618251805192,370.2846407825623,0.0145667615067953,4.471697533211998,0.0322862905490948,0.0261113079638998,3.386938893906345,0.0334559780292745
lc_0292.txt,13379.02918487817,30216.85092429293,16837.821739414758,419.6617128678441,290.92910151619753,0.1494605812650316,1.642303972969467,-0.0202452989480917,0.0716844105244954,3.928586544320872,-0.0340751896921635
lc_0293.txt,56.6477593130212,3147.332951489223,3090.685192176202,345.3600621125731,358.0095038426014,0.0432738339971496,2.699072177325045,0.0013799903116501,0.0214507870274729,2.899710312074698,-0.008919645931702
lc_0294.txt,-3746.2496639812543,9272.614032546247,13018.863696527502,339.4652245378802,362.2120455083061,0.0251555672498356,2.405701894412317,0.0061583130221626,0.0697262843174451,4.733693813295991,0.0066413234552108
lc_0295.txt,983.6173827412696,8658.734941056813,7675.117558315544,488.8176971849372,380.23805685505727,0.0606732938131935,2.9718795092294963,0.0023476910241959,0.0246520637619602,2.1634822360963737,0.0006809008264674
lc_0296.txt,902.7878712514594,5805.21449327708,4902.42662202562,333.0663491678491,399.5082736870093,0.0284703948786319,3.1206545146028515,0.0413504553354338,0.0201439723021026,3.4022413099244746,0.0391556284285257
lc_0297.txt,-31374.98920024745,317522.11238416936,348897.1015844168,342.952685666892,543.5776660153377,0.0999319102503819,2.8273133906396963,0.6517581525975762,0.3017378407955787,2.7553401007775324,0.6566099466836459
lc_0298.txt,21608.717183071843,102404.5072491833,80795.79006611145,372.7853316258437,385.8909797633193,0.2227607710175889,4.372045067569064,0.004226810576979,0.1215399759597218,3.1125817823539745,-0.0146420193227562
lc_0299.txt,8809.168987558005,80551.25780806859,71742.08882051059,328.224633819311,387.5396676349116,0.0973268505129418,3.286323607249883,0.0156685623923763,0.0438733683675573,2.7760803547997943,0.0134835794090416
lc_0300.txt,36347.61189101768,113782.9602886363,77435.34839761863,478.3083800853344,595.1526449931534,0.2018313388208469,4.238106317115242,0.0770966430469608,0.2100629371793818,1.936804350873211,0.0631728372800305
lc_0301.txt,711.0805481483985,13198.052068573936,12486.971520425535,396.0328088037981,319.3212420429078,0.0225314634746142,2.643301844470855,0.0278348461901457,0.0174206796655631,2.62999152538277,0.0271659175088676
lc_0302.txt,759.3117930860244,24164.385091742108,23405.073298656083,321.37757013268924,222.8110176158428,0.0339662378655555,3.307550357135833,-0.0790923846249155,0.0222663749749321,3.13736188950543,-0.0784432004460793
lc_0303.txt,-1283.072921869454,63013.40883885096,64296.48176072041,337.78829551528787,370.0968314889218,0.0644592407048882,0.1739749283433189,0.0220534343209636,0.1071556839733394,2.9186102306840653,0.0221546900846007
lc_0304.txt,-858.9417542210285,20599.846266600376,21458.788020821405,380.0443320285908,319.3788446229393,0.0379060253180468,3.131582345552412,-0.0001458204572347,0.041444578131957,5.522229617829782,-0.0028757551907782
lc_0305.txt,31577.456887889115,70661.6208278313,39084.16393994218,364.1511572393438,516.9039269915281,0.1893928510073445,1.778489754722859,-0.03680398904563,0.1650195982304794,3.157128303388418,-0.0523453983848273
lc_0306.txt,1449.259389781002,8191.048466744904,6741.789076963903,346.6333462758836,264.50884855646746,0.0423097556907914,3.539562052890185,-0.0335866068788383,0.0053275798337718,2.956175732994532,-0.0336736988951498
lc_0307.txt,-4323.218366035455,11305.40212640889,15628.620492444345,499.8062835429227,562.0962695751944,0.0795655662459614,2.9044488229886336,0.0543712970385799,0.0879872780224498,2.153941921158517,0.044258430892131
lc_0308.txt,507.83674613029416,3760.787620781995,3252.950874651701,295.2855436869989,373.2813499980074,0.0237861114380121,1.4138924540754556,0.008383323096732,0.0117006528205428,2.1463891910345305,0.0088931401547078
lc_0309.txt,-451.939230848945,6193.471147291376,6645.410378140321,344.02423376358024,322.7036519140877,0.0227729682784442,2.7180496136597325,-0.0245867683035443,0.0495628792567187,2.389959316922849,-0.0214377173525602
lc_0310.txt,2576.332965500129,20682.07500782971,18105.74204232958,376.9387356597581,343.67753107075765,0.0693956901134699,3.446663043487261,-0.0267270974438461,0.0218578947300316,3.076974319751712,-0.0248138474157161
